"family","shape","seed","config","package","repetition","batch_size","seconds","block_seconds","object_mb","reported_picasso_seconds","path_fitted"
"multinomial","tall",74001,"public_default","picasso",1,1,0.158,0.158,0.0845108032226562,0.155572175979614,45
"multinomial","tall",74001,"public_default","glmnet",1,1,0.153,0.153,4.82292175292969,NA,45
"multinomial","tall",74001,"public_default","glmnet",2,1,0.154,0.154,4.82292175292969,NA,45
"multinomial","tall",74001,"public_default","picasso",2,1,0.164,0.164,0.0845108032226562,0.161995887756348,45
"multinomial","tall",74001,"public_default","picasso",3,1,0.158,0.158,0.0845108032226562,0.155606985092163,45
"multinomial","tall",74001,"public_default","glmnet",3,1,0.154,0.154,4.82292175292969,NA,45
"multinomial","tall",74001,"public_default","glmnet",4,1,0.153,0.153,4.82292175292969,NA,45
"multinomial","tall",74001,"public_default","picasso",4,1,0.164,0.164,0.0845108032226562,0.161942005157471,45
"multinomial","tall",74001,"public_default","picasso",5,1,0.158,0.158,0.0845108032226562,0.155506134033203,45
"multinomial","tall",74001,"public_default","glmnet",5,1,0.149,0.149,4.82292175292969,NA,45
"multinomial","tall",74001,"public_default","glmnet",6,1,0.149,0.149,4.82292175292969,NA,45
"multinomial","tall",74001,"public_default","picasso",6,1,0.164,0.164,0.0845108032226562,0.161426067352295,45
"multinomial","tall",74001,"public_default","picasso",7,1,0.158,0.158,0.0845108032226562,0.155391931533813,45
"multinomial","tall",74001,"public_default","glmnet",7,1,0.149,0.149,4.82292175292969,NA,45
"multinomial","tall",74002,"public_default","picasso",1,1,0.152,0.152,0.0800552368164062,0.150170803070068,45
"multinomial","tall",74002,"public_default","glmnet",1,1,0.145,0.145,4.81845092773438,NA,45
"multinomial","tall",74002,"public_default","glmnet",2,1,0.145,0.145,4.81845092773438,NA,45
"multinomial","tall",74002,"public_default","picasso",2,1,0.157,0.157,0.0800552368164062,0.154154062271118,45
"multinomial","tall",74002,"public_default","picasso",3,1,0.157,0.157,0.0800552368164062,0.154113054275513,45
"multinomial","tall",74002,"public_default","glmnet",3,1,0.148,0.148,4.81845092773438,NA,45
"multinomial","tall",74002,"public_default","glmnet",4,1,0.147,0.147,4.81845092773438,NA,45
"multinomial","tall",74002,"public_default","picasso",4,1,0.155,0.155,0.0800552368164062,0.152926921844482,45
"multinomial","tall",74002,"public_default","picasso",5,1,0.152,0.152,0.0800552368164062,0.150132894515991,45
"multinomial","tall",74002,"public_default","glmnet",5,1,0.145,0.145,4.81845092773438,NA,45
"multinomial","tall",74002,"public_default","glmnet",6,1,0.146,0.146,4.81845092773438,NA,45
"multinomial","tall",74002,"public_default","picasso",6,1,0.154,0.154,0.0800552368164062,0.152110815048218,45
"multinomial","tall",74002,"public_default","picasso",7,1,0.156,0.156,0.0800552368164062,0.15419602394104,45
"multinomial","tall",74002,"public_default","glmnet",7,1,0.148,0.148,4.81845092773438,NA,45
"multinomial","tall",74003,"public_default","picasso",1,2,0.14,0.28,0.0694961547851562,0.138020038604736,45
"multinomial","tall",74003,"public_default","glmnet",1,2,0.1345,0.269,4.80792999267578,NA,45
"multinomial","tall",74003,"public_default","glmnet",2,2,0.134,0.268,4.80792999267578,NA,45
"multinomial","tall",74003,"public_default","picasso",2,2,0.1405,0.281,0.0694961547851562,0.136712074279785,45
"multinomial","tall",74003,"public_default","picasso",3,2,0.143,0.286,0.0694961547851562,0.142821073532104,45
"multinomial","tall",74003,"public_default","glmnet",3,2,0.132,0.264,4.80792999267578,NA,45
"multinomial","tall",74003,"public_default","glmnet",4,2,0.134,0.268,4.80792999267578,NA,45
"multinomial","tall",74003,"public_default","picasso",4,2,0.14,0.28,0.0694961547851562,0.137187004089355,45
"multinomial","tall",74003,"public_default","picasso",5,2,0.1405,0.281,0.0694961547851562,0.137753963470459,45
"multinomial","tall",74003,"public_default","glmnet",5,2,0.131,0.262,4.80792999267578,NA,45
"multinomial","tall",74003,"public_default","glmnet",6,2,0.1345,0.269,4.80792999267578,NA,45
"multinomial","tall",74003,"public_default","picasso",6,2,0.1425,0.285,0.0694961547851562,0.140034914016724,45
"multinomial","tall",74003,"public_default","picasso",7,2,0.147,0.294,0.0694961547851562,0.144232034683228,45
"multinomial","tall",74003,"public_default","glmnet",7,2,0.1335,0.266999999999999,4.80792999267578,NA,45
"multinomial","wide",74001,"public_default","picasso",1,2,0.1305,0.261,0.183479309082031,0.125994920730591,45
"multinomial","wide",74001,"public_default","glmnet",1,1,0.154,0.154,7.64413452148438,NA,45
"multinomial","wide",74001,"public_default","glmnet",2,1,0.153,0.153,7.64413452148438,NA,45
"multinomial","wide",74001,"public_default","picasso",2,2,0.129,0.258,0.183479309082031,0.121509075164795,45
"multinomial","wide",74001,"public_default","picasso",3,2,0.1305,0.261,0.183479309082031,0.125927209854126,45
"multinomial","wide",74001,"public_default","glmnet",3,1,0.153,0.153,7.64413452148438,NA,45
"multinomial","wide",74001,"public_default","glmnet",4,1,0.153,0.153,7.64413452148438,NA,45
"multinomial","wide",74001,"public_default","picasso",4,2,0.131,0.262,0.183479309082031,0.124290943145752,45
"multinomial","wide",74001,"public_default","picasso",5,2,0.127,0.254,0.183479309082031,0.121351957321167,45
"multinomial","wide",74001,"public_default","glmnet",5,1,0.153,0.153,7.64413452148438,NA,45
"multinomial","wide",74001,"public_default","glmnet",6,1,0.153,0.153,7.64413452148438,NA,45
"multinomial","wide",74001,"public_default","picasso",6,2,0.1315,0.263,0.183479309082031,0.125396013259888,45
"multinomial","wide",74001,"public_default","picasso",7,2,0.1295,0.258999999999999,0.183479309082031,0.125926971435547,45
"multinomial","wide",74001,"public_default","glmnet",7,1,0.153,0.153,7.64413452148438,NA,45
"multinomial","wide",74002,"public_default","picasso",1,2,0.1335,0.267,0.166152954101562,0.132390975952148,45
"multinomial","wide",74002,"public_default","glmnet",1,1,0.142,0.142,7.62725067138672,NA,45
"multinomial","wide",74002,"public_default","glmnet",2,1,0.142,0.142,7.62725067138672,NA,45
"multinomial","wide",74002,"public_default","picasso",2,2,0.1325,0.265,0.166152954101562,0.130676031112671,45
"multinomial","wide",74002,"public_default","picasso",3,2,0.134,0.268,0.166152954101562,0.126681089401245,45
"multinomial","wide",74002,"public_default","glmnet",3,1,0.141,0.141,7.62725067138672,NA,45
"multinomial","wide",74002,"public_default","glmnet",4,1,0.141,0.141,7.62725067138672,NA,45
"multinomial","wide",74002,"public_default","picasso",4,2,0.139,0.278,0.166152954101562,0.144690036773682,45
"multinomial","wide",74002,"public_default","picasso",5,2,0.1295,0.259,0.166152954101562,0.124269962310791,45
"multinomial","wide",74002,"public_default","glmnet",5,1,0.141,0.141,7.62725067138672,NA,45
"multinomial","wide",74002,"public_default","glmnet",6,1,0.143,0.143,7.62725067138672,NA,45
"multinomial","wide",74002,"public_default","picasso",6,2,0.132,0.264,0.166152954101562,0.124969005584717,45
"multinomial","wide",74002,"public_default","picasso",7,2,0.1325,0.265000000000001,0.166152954101562,0.123400926589966,45
"multinomial","wide",74002,"public_default","glmnet",7,1,0.141,0.141,7.62725067138672,NA,45
"multinomial","wide",74003,"public_default","picasso",1,2,0.135,0.27,0.193580627441406,0.130429983139038,45
"multinomial","wide",74003,"public_default","glmnet",1,1,0.165,0.165,7.65419006347656,NA,45
"multinomial","wide",74003,"public_default","glmnet",2,1,0.16,0.16,7.65419006347656,NA,45
"multinomial","wide",74003,"public_default","picasso",2,2,0.137,0.274,0.193580627441406,0.133723974227905,45
"multinomial","wide",74003,"public_default","picasso",3,2,0.1385,0.277,0.193580627441406,0.130389213562012,45
"multinomial","wide",74003,"public_default","glmnet",3,1,0.161,0.161,7.65419006347656,NA,45
"multinomial","wide",74003,"public_default","glmnet",4,1,0.16,0.16,7.65419006347656,NA,45
"multinomial","wide",74003,"public_default","picasso",4,2,0.141,0.282,0.193580627441406,0.131464004516602,45
"multinomial","wide",74003,"public_default","picasso",5,2,0.1555,0.311,0.193580627441406,0.143973112106323,45
"multinomial","wide",74003,"public_default","glmnet",5,1,0.159,0.159,7.65419006347656,NA,45
"multinomial","wide",74003,"public_default","glmnet",6,1,0.159,0.159,7.65419006347656,NA,45
"multinomial","wide",74003,"public_default","picasso",6,2,0.1365,0.273000000000001,0.193580627441406,0.131165027618408,45
"multinomial","wide",74003,"public_default","picasso",7,2,0.145,0.29,0.193580627441406,0.14354395866394,45
"multinomial","wide",74003,"public_default","glmnet",7,1,0.163,0.163,7.65419006347656,NA,45
"poisson","tall",74001,"public_default","picasso",1,6,0.0258333333333333,0.155,0.0363998413085938,0.0250589847564697,45
"poisson","tall",74001,"public_default","glmnet",1,3,0.0333333333333333,0.0999999999999999,4.73910522460938,NA,45
"poisson","tall",74001,"public_default","glmnet",2,3,0.0346666666666667,0.104,4.73910522460938,NA,45
"poisson","tall",74001,"public_default","picasso",2,6,0.0276666666666667,0.166,0.0363998413085938,0.030005931854248,45
"poisson","tall",74001,"public_default","picasso",3,6,0.0275,0.165,0.0363998413085938,0.0296440124511719,45
"poisson","tall",74001,"public_default","glmnet",3,3,0.033,0.099,4.73910522460938,NA,45
"poisson","tall",74001,"public_default","glmnet",4,3,0.0323333333333333,0.097,4.73910522460938,NA,45
"poisson","tall",74001,"public_default","picasso",4,6,0.026,0.156,0.0363998413085938,0.0272500514984131,45
"poisson","tall",74001,"public_default","picasso",5,6,0.0255,0.153,0.0363998413085938,0.0252881050109863,45
"poisson","tall",74001,"public_default","glmnet",5,3,0.0346666666666665,0.104,4.73910522460938,NA,45
"poisson","tall",74001,"public_default","glmnet",6,3,0.0343333333333333,0.103,4.73910522460938,NA,45
"poisson","tall",74001,"public_default","picasso",6,6,0.026,0.156,0.0363998413085938,0.0258150100708008,45
"poisson","tall",74001,"public_default","picasso",7,6,0.0258333333333334,0.155,0.0363998413085938,0.0251460075378418,45
"poisson","tall",74001,"public_default","glmnet",7,3,0.0323333333333333,0.097,4.73910522460938,NA,45
"poisson","tall",74002,"public_default","picasso",1,5,0.0256,0.128,0.0329971313476562,0.022819995880127,45
"poisson","tall",74002,"public_default","glmnet",1,3,0.0316666666666667,0.095,4.73569488525391,NA,45
"poisson","tall",74002,"public_default","glmnet",2,3,0.0313333333333333,0.0939999999999999,4.73569488525391,NA,45
"poisson","tall",74002,"public_default","picasso",2,5,0.0262,0.131,0.0329971313476562,0.023341178894043,45
"poisson","tall",74002,"public_default","picasso",3,5,0.0256,0.128,0.0329971313476562,0.0233790874481201,45
"poisson","tall",74002,"public_default","glmnet",3,3,0.032,0.0960000000000001,4.73569488525391,NA,45
"poisson","tall",74002,"public_default","glmnet",4,3,0.0313333333333334,0.0940000000000003,4.73569488525391,NA,45
"poisson","tall",74002,"public_default","picasso",4,5,0.0258,0.129,0.0329971313476562,0.0244219303131104,45
"poisson","tall",74002,"public_default","picasso",5,5,0.026,0.13,0.0329971313476562,0.0243620872497559,45
"poisson","tall",74002,"public_default","glmnet",5,3,0.0353333333333333,0.106,4.73569488525391,NA,45
"poisson","tall",74002,"public_default","glmnet",6,3,0.0329999999999999,0.0989999999999998,4.73569488525391,NA,45
"poisson","tall",74002,"public_default","picasso",6,5,0.0262,0.131,0.0329971313476562,0.0246191024780273,45
"poisson","tall",74002,"public_default","picasso",7,5,0.0258,0.129,0.0329971313476562,0.0233380794525146,45
"poisson","tall",74002,"public_default","glmnet",7,3,0.0313333333333333,0.0939999999999999,4.73569488525391,NA,45
"poisson","tall",74003,"public_default","picasso",1,5,0.0258,0.129,0.0346603393554688,0.0232110023498535,45
"poisson","tall",74003,"public_default","glmnet",1,3,0.0323333333333333,0.097,4.73735046386719,NA,45
"poisson","tall",74003,"public_default","glmnet",2,3,0.0366666666666666,0.11,4.73735046386719,NA,45
"poisson","tall",74003,"public_default","picasso",2,5,0.0264,0.132,0.0346603393554688,0.0234880447387695,45
"poisson","tall",74003,"public_default","picasso",3,5,0.026,0.13,0.0346603393554688,0.0232830047607422,45
"poisson","tall",74003,"public_default","glmnet",3,3,0.0313333333333333,0.0939999999999999,4.73735046386719,NA,45
"poisson","tall",74003,"public_default","glmnet",4,3,0.0316666666666667,0.0950000000000002,4.73735046386719,NA,45
"poisson","tall",74003,"public_default","picasso",4,5,0.026,0.13,0.0346603393554688,0.0232760906219482,45
"poisson","tall",74003,"public_default","picasso",5,5,0.0258,0.129,0.0346603393554688,0.0234560966491699,45
"poisson","tall",74003,"public_default","glmnet",5,3,0.0313333333333334,0.0940000000000003,4.73735046386719,NA,45
"poisson","tall",74003,"public_default","glmnet",6,3,0.0306666666666667,0.0920000000000001,4.73735046386719,NA,45
"poisson","tall",74003,"public_default","picasso",6,5,0.026,0.13,0.0346603393554688,0.0233840942382812,45
"poisson","tall",74003,"public_default","picasso",7,5,0.0258,0.129,0.0346603393554688,0.0238940715789795,45
"poisson","tall",74003,"public_default","glmnet",7,3,0.0313333333333333,0.0939999999999999,4.73735046386719,NA,45
"poisson","wide",74001,"public_default","picasso",1,3,0.0596666666666667,0.179,0.107696533203125,0.0589361190795898,45
"poisson","wide",74001,"public_default","glmnet",1,3,0.058,0.174,7.15146636962891,NA,45
"poisson","wide",74001,"public_default","glmnet",2,3,0.0573333333333333,0.172,7.15146636962891,NA,45
"poisson","wide",74001,"public_default","picasso",2,3,0.0633333333333333,0.19,0.107696533203125,0.0619440078735352,45
"poisson","wide",74001,"public_default","picasso",3,3,0.0653333333333334,0.196,0.107696533203125,0.062816858291626,45
"poisson","wide",74001,"public_default","glmnet",3,3,0.0566666666666666,0.17,7.15146636962891,NA,45
"poisson","wide",74001,"public_default","glmnet",4,3,0.0576666666666667,0.173,7.15146636962891,NA,45
"poisson","wide",74001,"public_default","picasso",4,3,0.0593333333333333,0.178,0.107696533203125,0.0584249496459961,45
"poisson","wide",74001,"public_default","picasso",5,3,0.059,0.177,0.107696533203125,0.0566298961639404,45
"poisson","wide",74001,"public_default","glmnet",5,3,0.0576666666666667,0.173,7.15146636962891,NA,45
"poisson","wide",74001,"public_default","glmnet",6,3,0.0573333333333332,0.172,7.15146636962891,NA,45
"poisson","wide",74001,"public_default","picasso",6,3,0.0590000000000002,0.177,0.107696533203125,0.0560450553894043,45
"poisson","wide",74001,"public_default","picasso",7,3,0.0593333333333333,0.178,0.107696533203125,0.0562129020690918,45
"poisson","wide",74001,"public_default","glmnet",7,3,0.0676666666666668,0.203,7.15146636962891,NA,45
"poisson","wide",74002,"public_default","picasso",1,3,0.062,0.186,0.107887268066406,0.0600409507751465,45
"poisson","wide",74002,"public_default","glmnet",1,3,0.0576666666666667,0.173,7.15177917480469,NA,45
"poisson","wide",74002,"public_default","glmnet",2,3,0.0569999999999999,0.171,7.15177917480469,NA,45
"poisson","wide",74002,"public_default","picasso",2,3,0.06,0.18,0.107887268066406,0.0575270652770996,45
"poisson","wide",74002,"public_default","picasso",3,3,0.0623333333333334,0.187,0.107887268066406,0.0645630359649658,45
"poisson","wide",74002,"public_default","glmnet",3,3,0.0616666666666665,0.185,7.15177917480469,NA,45
"poisson","wide",74002,"public_default","glmnet",4,3,0.0569999999999999,0.171,7.15177917480469,NA,45
"poisson","wide",74002,"public_default","picasso",4,3,0.0609999999999999,0.183,0.107887268066406,0.0575828552246094,45
"poisson","wide",74002,"public_default","picasso",5,3,0.06,0.18,0.107887268066406,0.0568039417266846,45
"poisson","wide",74002,"public_default","glmnet",5,3,0.0603333333333333,0.181,7.15177917480469,NA,45
"poisson","wide",74002,"public_default","glmnet",6,3,0.0583333333333334,0.175,7.15177917480469,NA,45
"poisson","wide",74002,"public_default","picasso",6,3,0.0593333333333333,0.178,0.107887268066406,0.056981086730957,45
"poisson","wide",74002,"public_default","picasso",7,3,0.0599999999999999,0.18,0.107887268066406,0.0580439567565918,45
"poisson","wide",74002,"public_default","glmnet",7,3,0.0570000000000001,0.171,7.15177917480469,NA,45
"poisson","wide",74003,"public_default","picasso",1,3,0.056,0.168,0.106765747070312,0.0547959804534912,45
"poisson","wide",74003,"public_default","glmnet",1,3,0.057,0.171,7.15006256103516,NA,45
"poisson","wide",74003,"public_default","glmnet",2,3,0.0606666666666666,0.182,7.15006256103516,NA,45
"poisson","wide",74003,"public_default","picasso",2,3,0.0653333333333332,0.196,0.106765747070312,0.0604350566864014,45
"poisson","wide",74003,"public_default","picasso",3,3,0.0536666666666667,0.161,0.106765747070312,0.0493249893188477,45
"poisson","wide",74003,"public_default","glmnet",3,3,0.0559999999999999,0.168,7.15006256103516,NA,45
"poisson","wide",74003,"public_default","glmnet",4,3,0.059,0.177,7.15006256103516,NA,45
"poisson","wide",74003,"public_default","picasso",4,3,0.0546666666666667,0.164,0.106765747070312,0.0521581172943115,45
"poisson","wide",74003,"public_default","picasso",5,3,0.0543333333333334,0.163,0.106765747070312,0.0521459579467773,45
"poisson","wide",74003,"public_default","glmnet",5,3,0.0546666666666666,0.164,7.15006256103516,NA,45
"poisson","wide",74003,"public_default","glmnet",6,3,0.0546666666666667,0.164,7.15006256103516,NA,45
"poisson","wide",74003,"public_default","picasso",6,3,0.0536666666666665,0.161,0.106765747070312,0.0519449710845947,45
"poisson","wide",74003,"public_default","picasso",7,3,0.0543333333333334,0.163,0.106765747070312,0.051192045211792,45
"poisson","wide",74003,"public_default","glmnet",7,3,0.0546666666666666,0.164,7.15006256103516,NA,45
"sqrtlasso","tall",74001,"public_default","picasso",1,5,0.02,0.0999999999999999,0.0208206176757812,0.0177710056304932,45
"sqrtlasso","tall",74001,"public_default","picasso",2,5,0.0202,0.101,0.0208206176757812,0.0178968906402588,45
"sqrtlasso","tall",74001,"public_default","picasso",3,5,0.0202,0.101,0.0208206176757812,0.0185880661010742,45
"sqrtlasso","tall",74001,"public_default","picasso",4,5,0.02,0.1,0.0208206176757812,0.0177359580993652,45
"sqrtlasso","tall",74001,"public_default","picasso",5,5,0.0198,0.099,0.0208206176757812,0.0180239677429199,45
"sqrtlasso","tall",74001,"public_default","picasso",6,5,0.0202,0.101,0.0208206176757812,0.0180850028991699,45
"sqrtlasso","tall",74001,"public_default","picasso",7,5,0.0204,0.102,0.0208206176757812,0.0176270008087158,45
"sqrtlasso","tall",74002,"public_default","picasso",1,5,0.0192,0.096,0.0193939208984375,0.0183568000793457,45
"sqrtlasso","tall",74002,"public_default","picasso",2,5,0.0194,0.097,0.0193939208984375,0.0168519020080566,45
"sqrtlasso","tall",74002,"public_default","picasso",3,5,0.0194,0.097,0.0193939208984375,0.0168640613555908,45
"sqrtlasso","tall",74002,"public_default","picasso",4,5,0.0184,0.0919999999999999,0.0193939208984375,0.0165290832519531,45
"sqrtlasso","tall",74002,"public_default","picasso",5,5,0.019,0.095,0.0193939208984375,0.0166230201721191,45
"sqrtlasso","tall",74002,"public_default","picasso",6,5,0.0188,0.0940000000000001,0.0193939208984375,0.0167801380157471,45
"sqrtlasso","tall",74002,"public_default","picasso",7,5,0.019,0.0950000000000002,0.0193939208984375,0.0171148777008057,45
"sqrtlasso","tall",74003,"public_default","picasso",1,5,0.0204,0.102,0.020263671875,0.0185470581054688,45
"sqrtlasso","tall",74003,"public_default","picasso",2,5,0.0202,0.101,0.020263671875,0.0177609920501709,45
"sqrtlasso","tall",74003,"public_default","picasso",3,5,0.02,0.0999999999999999,0.020263671875,0.018280029296875,45
"sqrtlasso","tall",74003,"public_default","picasso",4,5,0.0206,0.103,0.020263671875,0.0177328586578369,45
"sqrtlasso","tall",74003,"public_default","picasso",5,5,0.0224,0.112,0.020263671875,0.0181679725646973,45
"sqrtlasso","tall",74003,"public_default","picasso",6,5,0.0204,0.102,0.020263671875,0.0177528858184814,45
"sqrtlasso","tall",74003,"public_default","picasso",7,5,0.0202,0.101,0.020263671875,0.0183970928192139,45
"sqrtlasso","wide",74001,"public_default","picasso",1,1,0.294,0.294,0.053131103515625,0.291587829589844,44
"sqrtlasso","wide",74001,"public_default","picasso",2,1,0.287,0.287,0.053131103515625,0.284623146057129,44
"sqrtlasso","wide",74001,"public_default","picasso",3,1,0.288,0.288,0.053131103515625,0.285048961639404,44
"sqrtlasso","wide",74001,"public_default","picasso",4,1,0.287,0.287,0.053131103515625,0.284044981002808,44
"sqrtlasso","wide",74001,"public_default","picasso",5,1,0.288,0.288,0.053131103515625,0.285668849945068,44
"sqrtlasso","wide",74001,"public_default","picasso",6,1,0.289,0.289,0.053131103515625,0.287132978439331,44
"sqrtlasso","wide",74001,"public_default","picasso",7,1,0.29,0.29,0.053131103515625,0.286757946014404,44
"sqrtlasso","wide",74002,"public_default","picasso",1,1,0.461,0.461,0.0536575317382812,0.457136154174805,38
"sqrtlasso","wide",74002,"public_default","picasso",2,1,0.439,0.439,0.0536575317382812,0.436694860458374,38
"sqrtlasso","wide",74002,"public_default","picasso",3,1,0.435,0.435,0.0536575317382812,0.432826995849609,38
"sqrtlasso","wide",74002,"public_default","picasso",4,1,0.433,0.433,0.0536575317382812,0.430892944335938,38
"sqrtlasso","wide",74002,"public_default","picasso",5,1,0.434,0.434,0.0536575317382812,0.43253493309021,38
"sqrtlasso","wide",74002,"public_default","picasso",6,1,0.427,0.427,0.0536575317382812,0.425235986709595,38
"sqrtlasso","wide",74002,"public_default","picasso",7,1,0.446,0.446,0.0536575317382812,0.443572998046875,38
"sqrtlasso","wide",74003,"public_default","picasso",1,5,0.0272,0.136,0.0371322631835938,0.0256991386413574,45
"sqrtlasso","wide",74003,"public_default","picasso",2,5,0.0274,0.137,0.0371322631835938,0.0264101028442383,45
"sqrtlasso","wide",74003,"public_default","picasso",3,5,0.0268,0.134,0.0371322631835938,0.0240960121154785,45
"sqrtlasso","wide",74003,"public_default","picasso",4,5,0.0282,0.141,0.0371322631835938,0.0257649421691895,45
"sqrtlasso","wide",74003,"public_default","picasso",5,5,0.0288,0.144,0.0371322631835938,0.0255458354949951,45
"sqrtlasso","wide",74003,"public_default","picasso",6,5,0.027,0.135,0.0371322631835938,0.0248749256134033,45
"sqrtlasso","wide",74003,"public_default","picasso",7,5,0.0266,0.133,0.0371322631835938,0.0247330665588379,45
