"family","shape","seed","package","lambda_index","lambda","objective","loss","penalty","kkt","relative_kkt","intercept_kkt","nonzero"
"gaussian","tall",74001,"glmnet",17,0.126138423070244,1.73293750601292,0.85961306208435,0.873324443928569,1.85911535096894e-05,0.000147365199026635,6.78927400410423e-17,29
"gaussian","tall",74001,"glmnet",18,0.115407608791924,1.65605880283647,0.801378786003368,0.854680016833099,2.70748806965454e-05,0.000234547190109095,3.32186535223489e-17,30
"gaussian","tall",74001,"glmnet",19,0.105589683483302,1.58117965176931,0.752543181848803,0.828636469920507,6.48489778475037e-06,6.14122451995322e-05,6.95242474701985e-17,30
"gaussian","tall",74001,"glmnet",20,0.0966069860974713,1.50886953038207,0.711662570981324,0.797206959400748,5.93534005544072e-06,6.14342260551423e-05,3.24393290007663e-17,30
"gaussian","tall",74001,"glmnet",21,0.0883884623473935,1.43952910440362,0.67744166897649,0.762087435427131,5.43040974963771e-06,6.143421881597e-05,5.0109222327066e-17,30
"gaussian","tall",74001,"glmnet",22,0.0808691026573811,1.37342408032024,0.648795566359406,0.724628513960833,4.96843538011493e-06,6.14342188167605e-05,1.20910226275583e-17,30
"gaussian","tall",74001,"glmnet",23,0.0739894279290277,1.31071311908269,0.624816093374527,0.685897025708166,4.54576197100875e-06,6.14342188188461e-05,7.02216063075412e-17,30
"gaussian","tall",74001,"glmnet",24,0.0676950190539194,1.25147070091271,0.60475883131113,0.646711869601581,2.92246468365509e-05,0.000431524152055237,2.21905827046953e-17,30
"gaussian","tall",74001,"glmnet",25,0.0619360864515165,1.19570579274692,0.58795323298507,0.607752559761848,2.67711510294477e-05,0.000432051588084726,5.59274848654923e-18,30
"gaussian","tall",74001,"glmnet",26,0.056667076227193,1.14337707462712,0.57388535739898,0.569491717228136,2.44937102011483e-05,0.00043205207102568,2.11219930434936e-17,30
"gaussian","tall",74001,"glmnet",27,0.0518463098350941,1.09440527718466,0.562109226891878,0.532296050292785,2.24099878088566e-05,0.000432052070792796,1.20181642415673e-17,30
"gaussian","tall",74001,"glmnet",28,0.0474356543954999,1.04868316691599,0.55225150184158,0.496431665074405,2.05035313040475e-05,0.000432052070790728,2.079586503001e-17,30
"gaussian","tall",74001,"glmnet",29,0.0434002210588615,1.0060834356463,0.543976259549649,0.462107176096647,2.93457250161097e-05,0.00067570844448312,1.42663658664333e-17,31
"gaussian","tall",74001,"glmnet",30,0.0397080890305317,0.966458780156993,0.536954676862916,0.429504103294077,1.67166828892659e-05,0.000420812200061137,2.29677388219329e-17,31
"gaussian","tall",74001,"glmnet",31,0.0363300530731905,0.929658275527729,0.531054996471136,0.398603279056592,2.07834956159406e-05,0.000571821244685398,2.77555756156289e-20,32
"gaussian","tall",74001,"glmnet",32,0.0332393924896758,0.895525904546879,0.526053419831764,0.369472484715115,1.35608013580382e-05,0.000407807428090746,1.42594269725294e-17,32
"gaussian","tall",74001,"glmnet",33,0.0304116597588468,0.863903490431713,0.521681273259063,0.34222221717265,4.50458493743422e-06,0.000148100066533713,1.08801856413265e-17,37
"gaussian","tall",74001,"glmnet",34,0.0278244871525594,0.834618862250066,0.517831038566448,0.316787823683618,1.30739412626535e-05,0.000469651102644727,1.59039448277554e-17,37
"gaussian","tall",74001,"glmnet",35,0.0254574098040712,0.807522663961565,0.514501781453675,0.29302088250789,7.95242188696144e-06,0.000312283870788813,1.08246744900953e-18,41
"gaussian","tall",74001,"glmnet",36,0.0232917038283239,0.782462191076563,0.511486741413677,0.270975449662887,5.04340348109547e-06,0.000216492387878708,3.06976666308856e-17,45
"gaussian","tall",74001,"glmnet",37,0.0213102382136144,0.759293361305526,0.508850065305565,0.250443295999961,1.88196203255303e-06,8.83052213161626e-05,8.39606162372775e-18,47
"gaussian","tall",74001,"glmnet",38,0.019497339313097,0.737885804130696,0.506533557963172,0.231352246167523,3.20631095079502e-06,0.00016442160197,2.24126273096203e-17,50
"gaussian","tall",74001,"glmnet",39,0.0178386668642294,0.718115573499107,0.504531230030419,0.213584343468688,1.54489670005156e-05,0.000865288830124688,4.32986979603811e-18,53
"gaussian","tall",74001,"glmnet",40,0.0163211005554588,0.699867190840576,0.50276635569945,0.197100835141126,4.90852566430201e-05,0.00299845445900397,1.32671651442706e-17,55
"gaussian","tall",74001,"glmnet",41,0.0149326362428768,0.683031450017533,0.50124593122444,0.181785518793092,4.51688940989597e-05,0.00301572184214436,1.94289029309402e-17,56
"gaussian","tall",74001,"glmnet",42,0.0136622909959033,0.667505895968518,0.499861712944607,0.167644183023911,4.39955708240319e-06,0.000321918248265455,1.26565424807268e-17,63
"gaussian","tall",74001,"glmnet",43,0.0125000162208988,0.653190226458231,0.498652557609398,0.154537668848833,5.2799653943494e-05,0.00420619998492231,7.1428973846821e-17,64
"gaussian","tall",74001,"glmnet",44,0.011436618175501,0.639997503965571,0.49762405353314,0.142373450432432,0.000101808511803152,0.00887136042728494,8.77076189453874e-18,67
"gaussian","tall",74001,"glmnet",45,0.0104636852449458,0.627845535860503,0.496718073334123,0.13112746252638,4.11039580461812e-06,0.000392670620031657,2.57016630200724e-17,72
"gaussian","tall",74002,"picasso",1,0.584942779268399,2.49134767862853,2.49134767862853,0,1.11022302462516e-16,1.89800278586862e-16,9.16905440462301e-17,0
"gaussian","tall",74002,"picasso",2,0.535180683191792,2.49010954552556,2.46347783295023,0.0266317125753347,3.33066907387547e-16,6.22344785318394e-16,5.97438765126412e-17,1
"gaussian","tall",74002,"picasso",3,0.489651934877908,2.4868075061162,2.44014815978425,0.0466593463319536,5.55111512312578e-17,1.13368593642133e-16,1.1518563880486e-17,1
"gaussian","tall",74002,"picasso",4,0.447996396095181,2.4817357961404,2.40830214065991,0.0734336554804899,9.93164589679907e-06,2.21685393304065e-05,5.28188603965418e-17,2
"gaussian","tall",74002,"picasso",5,0.409884566195605,2.47356403818102,2.36173392142841,0.111830116752607,2.09738247896607e-05,5.1167458699429e-05,3.7997383017796e-17,3
"gaussian","tall",74002,"picasso",6,0.375014975722405,2.46097416536933,2.27289562547892,0.18807853989041,3.84195819116417e-05,0.000102437632594869,4.08284517305901e-17,7
"gaussian","tall",74002,"picasso",7,0.343111801748012,2.43980564086483,2.1506323001711,0.289173340693726,8.309232448106e-05,0.000242114104598271,4.77673456344974e-17,10
"gaussian","tall",74002,"picasso",8,0.31392268607937,2.40875398539558,2.00249467272968,0.406259312665897,8.24078192250832e-05,0.000262441026678682,3.60822483003176e-18,12
"gaussian","tall",74002,"picasso",9,0.287216739072303,2.36808162449977,1.85867186707014,0.509409757429633,6.93781082152234e-05,0.000241494816721788,5.27355936696949e-18,15
"gaussian","tall",74002,"picasso",10,0.262782713264852,2.31776943682106,1.70056161217208,0.617207824648975,5.28838426134826e-05,0.000201205023959749,3.76365605347928e-17,17
"gaussian","tall",74002,"picasso",11,0.24042733238279,2.25932067340099,1.56580886577832,0.693511807622665,4.75841023931944e-05,0.000197875533501334,4.91273688396632e-17,18
"gaussian","tall",74002,"picasso",12,0.219973762499529,2.19463034390218,1.4338908454255,0.760739498476674,6.25589070918642e-05,0.000284311729499681,1.9595436384634e-17,20
"gaussian","tall",74002,"picasso",13,0.201260213257114,2.12461395520279,1.31446996997887,0.810143985223921,6.51695845982625e-05,0.000323702772488955,1.01585406753202e-17,21
"gaussian","tall",74002,"picasso",14,0.18413865808376,2.05096191146066,1.20594951180278,0.845012399657879,7.02027289749552e-05,0.000381103974397424,2.04003480774873e-17,24
"gaussian","tall",74002,"picasso",15,0.168473663284709,1.9747353066274,1.10699353269734,0.867741773930059,7.76026031737154e-05,0.000460409494790357,3.4333647036533e-17,26
"gaussian","tall",74002,"picasso",16,0.154141316744357,1.89685684895907,1.01462953209313,0.88222731686594,7.71473757132102e-05,0.000500247335190328,3.30291349825984e-18,27
"gaussian","tall",74002,"picasso",17,0.14102824776554,1.81826323797828,0.934230810134282,0.884032427843997,7.09762657173374e-05,0.000503023784890655,2.43902120722339e-17,29
"gaussian","tall",74002,"picasso",18,0.129030730292802,1.73994957371417,0.864362550645183,0.875587023068986,6.64088856607847e-05,0.000514410203691514,1.27398092075737e-17,29
"gaussian","tall",74002,"picasso",19,0.118053862426007,1.66286047073791,0.805874695217771,0.856985775520136,6.07603771577703e-05,0.000514418754560358,1.74860126378462e-18,29
"gaussian","tall",74002,"picasso",20,0.108010815734149,1.58770343494412,0.754812452830019,0.832890982114103,5.53017685879648e-05,0.000511740126007249,2.44118961156836e-18,30
"gaussian","tall",74002,"picasso",21,0.0988221484313438,1.51492433568879,0.711564719476965,0.803359616211822,5.05123453028999e-05,0.000510882835620327,2.61422827829705e-17,30
"gaussian","tall",74002,"picasso",22,0.090415176982123,1.44497084843964,0.675361817942221,0.769609030497423,4.62160334638861e-05,0.000510892347809888,2.18679241381636e-17,30
"gaussian","tall",74002,"picasso",23,0.0827234011653582,1.37815090870045,0.645056595716177,0.733094312984278,4.22843555826918e-05,0.000510892350091069,9.38138455808257e-18,30
"gaussian","tall",74002,"picasso",24,0.075685978048993,1.31465693131233,0.619688284104243,0.69496864720809,3.86871521646931e-05,0.000510892350093898,6.38378239159465e-18,30
"gaussian","tall",74002,"picasso",25,0.0692472407146565,1.25459018951612,0.598452629428917,0.656137560087203,3.53959690760075e-05,0.000510892350093229,1.65423230669148e-17,30
"gaussian","tall",74002,"picasso",26,0.0633562579252074,1.19798074944112,0.580676395977199,0.617304353463919,3.23847726371174e-05,0.000510892350093159,5.74956748877753e-17,30
"gaussian","tall",74002,"picasso",27,0.0579664312521237,1.14480268610999,0.565777156849802,0.579025529260193,0.000111381757024284,0.00191780219077361,2.50355292052973e-17,31
"gaussian","tall",74002,"picasso",28,0.0530351264759643,1.09497594040773,0.553103597766903,0.541872342640822,0.000102979922805217,0.00193796749233808,2.20518048266172e-17,31
"gaussian","tall",74002,"picasso",29,0.0485233363442307,1.04839998153709,0.542371812363301,0.50602816917379,9.45724993368924e-05,0.00194521939726342,8.54039061692902e-17,32
"gaussian","tall",74002,"picasso",30,0.0443953720190036,1.00494267478319,0.53325239658595,0.471690278197237,8.68383434594264e-05,0.00195220387547796,5.64964741656127e-17,32
"gaussian","tall",74002,"picasso",31,0.0406185807736625,0.964473145680212,0.5256189196147,0.438854226065511,7.9449064633752e-05,0.00195215996817103,4.53803661315533e-17,32
"gaussian","tall",74002,"picasso",32,0.0371630877056354,0.926851808814984,0.51918278527686,0.407669023538124,7.22842117131389e-05,0.00194127809099338,3.55965257270441e-17,33
"gaussian","tall",74002,"picasso",33,0.0340015594220925,0.891926501735783,0.513711439148985,0.378215062586798,6.64559150331881e-05,0.00195068348935394,7.4273920347423e-17,34
"gaussian","tall",74002,"picasso",34,0.0311089878293073,0.859541700839939,0.509032065489195,0.350509635350744,6.00671290611268e-05,0.00192713988734521,3.19466675335889e-17,35
"gaussian","tall",74002,"picasso",35,0.0284624923154312,0.829547234729469,0.505078324582143,0.324468910147326,5.54792949863103e-05,0.00194541518394821,7.56339435525888e-17,36
"gaussian","tall",74002,"picasso",36,0.0260411387619235,0.801789635641854,0.501601594656364,0.30018804098549,5.08338836683435e-05,0.00194825758706794,4.00512956133525e-17,39
"gaussian","tall",74002,"picasso",37,0.0238257739519914,0.776119752607448,0.498645854031325,0.277473898576123,4.4972317665197e-05,0.0018839929492428,8.63198401646059e-17,39
"gaussian","tall",74002,"picasso",38,0.0217988740661916,0.752402176142785,0.496127346297427,0.256274829845358,4.19343049561129e-05,0.00191999784273137,3.29181126801359e-17,41
"gaussian","tall",74002,"picasso",39,0.0199444060667739,0.730500383107644,0.493854468030998,0.236645915076645,3.98190187646426e-05,0.00199252253185725,1.67643676718399e-17,48
"gaussian","tall",74002,"picasso",40,0.0182477008742985,0.710274197119451,0.491717808283107,0.218556388836344,3.65184929767733e-05,0.00199726836805148,6.73072708679001e-17,54
"gaussian","tall",74002,"picasso",41,0.0166953373333386,0.691595454892652,0.489790919913138,0.201804534979514,3.74178785389687e-05,0.0022362054584058,1.0039191700173e-16,57
"gaussian","tall",74002,"picasso",42,0.0152750360494215,0.674351663880736,0.488093248430907,0.186258415449829,3.28783511815631e-05,0.00214780082519065,5.63715740753423e-17,58
"gaussian","tall",74002,"picasso",43,0.0139755622574454,0.658441922880246,0.4866476052062,0.171794317674046,3.1490121205853e-05,0.00224816187978625,1.10939035735669e-16,59
"gaussian","tall",74002,"picasso",44,0.0127866369532482,0.643772253400457,0.485442110079982,0.158330143320475,0.000181857424113665,0.0140230175394238,8.99558205702533e-17,61
"gaussian","tall",74002,"picasso",45,0.011698855585368,0.630253729213766,0.484369350234275,0.14588437897949,0.0001664483587992,0.0140281580297,3.45834472170736e-17,69
"gaussian","tall",74002,"glmnet",1,0.584942779268399,2.49134767862853,2.49134767862853,2.17443805815898e-16,4.7573056605188e-17,8.13294193744705e-17,4.7573056605188e-17,0
"gaussian","tall",74002,"glmnet",2,0.535180683191792,2.49010954552556,2.46347783295023,0.0266317125753347,3.33066907387547e-16,6.22344785318394e-16,3.45973250048814e-17,1
"gaussian","tall",74002,"glmnet",3,0.489651934877908,2.4868075061162,2.44014815978425,0.0466593463319539,4.44089209850063e-16,9.06948749137065e-16,1.94289029309402e-17,1
"gaussian","tall",74002,"glmnet",4,0.447996396095181,2.48173579608878,2.40829673050769,0.073439065581091,4.63082835300277e-07,1.03367428992681e-06,3.98014954328119e-17,2
"gaussian","tall",74002,"glmnet",5,0.409884566195605,2.47356403795069,2.36172250251294,0.111841535437745,1.03957972469315e-06,2.53627438169273e-06,2.8949065367101e-17,3
"gaussian","tall",74002,"glmnet",6,0.375014975722405,2.46097416338596,2.27285475871529,0.188119404670672,8.06730848024184e-06,2.1511500773507e-05,4.01345623401994e-17,7
"gaussian","tall",74002,"glmnet",7,0.343111801748012,2.43980563183209,2.1505384073742,0.289267224457893,5.77818804736729e-06,1.68402564754743e-05,6.71268596263985e-17,10
"gaussian","tall",74002,"glmnet",8,0.31392268607937,2.40875397601136,2.00239851326102,0.406355462750336,6.28646431760638e-06,2.00252498913092e-05,3.50275364269237e-17,12
"gaussian","tall",74002,"glmnet",9,0.287216739072303,2.36808161828981,1.85860412092785,0.509477497361955,1.2401265930273e-05,4.31755145584102e-05,2.1094237467878e-18,15
"gaussian","tall",74002,"glmnet",10,0.262782713264852,2.31776943223712,1.70052916519307,0.617240267044053,3.90129519828308e-06,1.48458672631196e-05,5.37347943918576e-17,17
"gaussian","tall",74002,"glmnet",11,0.24042733238279,2.25932066939585,1.5657822344671,0.693538434928755,1.16647078496346e-06,4.85163960347131e-06,1.60982338570648e-17,18
"gaussian","tall",74002,"glmnet",12,0.219973762499529,2.19463033731251,1.43385356343655,0.760776773875951,5.27795771948503e-06,2.39930027356891e-05,8.10601585854442e-17,20
"gaussian","tall",74002,"glmnet",13,0.201260213257114,2.12461394953434,1.31442955277794,0.810184396756399,2.88153189609286e-05,0.000143153947161299,4.03566069451244e-17,21
"gaussian","tall",74002,"glmnet",14,0.18413865808376,2.05096190453404,1.20591179783498,0.845050106699059,8.49167623184766e-06,4.61140462024013e-05,2.84772205816353e-17,24
"gaussian","tall",74002,"glmnet",15,0.168473663284709,1.97473529940529,1.10694558588519,0.867789713520104,4.00615961790307e-06,2.37785792687908e-05,4.22994972382185e-17,26
"gaussian","tall",74002,"glmnet",16,0.154141316744357,1.89685684185379,1.01458610764517,0.882270734208621,1.28129551654199e-05,8.31178197456986e-05,1.48769885299771e-17,27
"gaussian","tall",74002,"glmnet",17,0.14102824776554,1.81826323226786,0.934191404890052,0.884071827377809,2.79922863026527e-05,0.000198459615048699,5.14518982974721e-17,29
"gaussian","tall",74002,"glmnet",18,0.129030730292802,1.73994956801062,0.864330014007301,0.875619554003319,9.40808946614524e-06,7.29082406768253e-05,2.4980018054066e-18,29
"gaussian","tall",74002,"glmnet",19,0.118053862426007,1.66286046596343,0.805847458356166,0.857013007607267,8.60762161557227e-06,7.29073482208213e-05,4.23480694955458e-17,29
"gaussian","tall",74002,"glmnet",20,0.108010815734149,1.5877034307308,0.754787149877121,0.832916280853679,9.6884409075404e-06,8.96907580790352e-05,9.74090599847877e-18,30
"gaussian","tall",74002,"glmnet",21,0.0988221484313438,1.51492433205074,0.711544354074928,0.803379977975812,7.30860539897848e-06,7.39516902967634e-05,2.11428097252053e-17,30
"gaussian","tall",74002,"glmnet",22,0.090415176982123,1.44497084539418,0.675344769621162,0.769626075773015,6.68734309534902e-06,7.39571468168008e-05,2.56981935731204e-17,30
"gaussian","tall",74002,"glmnet",23,0.0827234011653582,1.37815090615111,0.645042324673891,0.733108581477223,6.11843940258316e-06,7.39571489332215e-05,1.0547118733939e-18,30
"gaussian","tall",74002,"glmnet",24,0.075685978048993,1.31465692917829,0.619676337904178,0.694980591274117,5.59793315803303e-06,7.395714893495e-05,1.45924938799169e-17,30
"gaussian","tall",74002,"glmnet",25,0.0692472407146565,1.25459018772973,0.598442629339706,0.656147558390025,5.12170728166061e-06,7.39571489338554e-05,3.80181996995077e-17,30
"gaussian","tall",74002,"glmnet",26,0.0633562579252074,1.19798074952017,0.58068191093017,0.617298838589998,2.31127350955873e-05,0.000364672839991826,9.93649607039515e-18,30
"gaussian","tall",74002,"glmnet",27,0.0579664312521237,1.14480264999044,0.565712161386863,0.579090488603581,1.74895699439626e-06,3.01711190711702e-05,4.44089209850063e-17,31
"gaussian","tall",74002,"glmnet",28,0.0530351264759643,1.09497591164505,0.553060951028142,0.541914960616913,1.94924309715738e-05,0.000367403090874442,3.88578058618805e-19,31
"gaussian","tall",74002,"glmnet",29,0.0485233363442307,1.04839995643653,0.542327136647795,0.506072819788732,1.69559626075205e-06,3.49427965988599e-05,3.15164561115466e-17,32
"gaussian","tall",74002,"glmnet",30,0.0443953720190036,1.00494265452601,0.533222700736329,0.471719953789677,1.61997200585143e-05,0.000364763493480818,6.32827124036339e-18,32
"gaussian","tall",74002,"glmnet",31,0.0406185807736625,0.964473128725733,0.525594066960191,0.438879061765542,1.48379579511526e-05,0.000365166368332389,7.105427357601e-18,32
"gaussian","tall",74002,"glmnet",32,0.0371630877056354,0.926851794256173,0.519156938227477,0.407694856028696,1.80543711200687e-06,4.85791013866857e-05,6.16867668057353e-17,33
"gaussian","tall",74002,"glmnet",33,0.0340015594220925,0.891926489518317,0.513690031239373,0.378236458278944,2.49844610965277e-06,7.34755623253178e-05,2.05391259555654e-18,34
"gaussian","tall",74002,"glmnet",34,0.0311089878293073,0.859541691178764,0.509014284124556,0.350527407054208,3.84481104746467e-06,0.000123576374157517,3.16968673530482e-17,35
"gaussian","tall",74002,"glmnet",35,0.0284624923154312,0.829547226330334,0.505063708183426,0.324483518146908,1.97266218775194e-06,6.93026266013783e-05,3.35564909192954e-17,36
"gaussian","tall",74002,"glmnet",36,0.0260411387619235,0.801789628138914,0.501588433371398,0.300201194767516,4.65238943139767e-06,0.00017862346374361,9.2148511043888e-18,39
"gaussian","tall",74002,"glmnet",37,0.0238257739519914,0.776119746566042,0.498636783882697,0.277482962683345,9.22804821204895e-06,0.000387163727192898,1.90403248723214e-17,39
"gaussian","tall",74002,"glmnet",38,0.0217988740661916,0.752402170883852,0.496117989856357,0.256284181027496,2.41099691382016e-06,0.000110592712791739,1.02695629777827e-17,41
"gaussian","tall",74002,"glmnet",39,0.0199444060667739,0.730500378582306,0.49384611959796,0.236654258984346,6.5483457606895e-06,0.000328248903919016,2.76167977375508e-17,48
"gaussian","tall",74002,"glmnet",40,0.0182477008742985,0.71027419329939,0.491710367758514,0.218563825540876,4.7717530225512e-06,0.000261431790632835,2.59237076249974e-17,54
"gaussian","tall",74002,"glmnet",41,0.0166953373333386,0.691595464831025,0.489783311896008,0.201812152935016,0.000122204911809417,0.00729552755036692,4.59077220682502e-17,57
"gaussian","tall",74002,"glmnet",42,0.0152750360494215,0.674351661107277,0.488087585347072,0.186264075760205,3.89088794852839e-06,0.000254657147355804,4.27990975992998e-17,58
"gaussian","tall",74002,"glmnet",43,0.0139755622574454,0.658441920507919,0.486642804693958,0.171799115813961,3.64149602184033e-06,0.000260493808235476,2.43138842392909e-17,59
"gaussian","tall",74002,"glmnet",44,0.0127866369532482,0.643772173162278,0.485414521878661,0.158357651283617,3.83804116432448e-06,0.000300070260565078,7.04991620636974e-18,61
"gaussian","tall",74002,"glmnet",45,0.011698855585368,0.630253656584483,0.48434625107093,0.145907405513553,3.8877152871656e-06,0.000332231349929652,2.24820162486594e-17,69
"gaussian","tall",74003,"picasso",1,0.560637880809334,2.50547756520319,2.50547756520319,0,1.02473585172902e-16,1.82780344818962e-16,1.02473585172902e-16,0
"gaussian","tall",74003,"picasso",2,0.512943444570779,2.50434018557913,2.47987563716806,0.0244645484110658,8.03801469828613e-17,1.56703722084063e-16,8.03801469828613e-17,1
"gaussian","tall",74003,"picasso",3,0.469306456688781,2.50130620636092,2.45792575747886,0.0433804488820606,2.50485960306968e-08,5.33736446061888e-08,4.66016114586409e-17,2
"gaussian","tall",74003,"picasso",4,0.429381742999131,2.49597547692972,2.41482750001957,0.0811479769101526,6.87300336077445e-06,1.60064871415561e-05,5.77871084317394e-17,3
"gaussian","tall",74003,"picasso",5,0.392853493902034,2.48581798041884,2.33228302146048,0.153534958958351,3.59006330136191e-06,9.1383443188177e-06,6.8889338677991e-17,6
"gaussian","tall",74003,"picasso",6,0.359432766267727,2.4681882909975,2.21739376405119,0.250794526946315,2.46296548764291e-05,6.85189820985968e-05,6.0729199446996e-17,9
"gaussian","tall",74003,"picasso",7,0.328855197859299,2.44094097251927,2.07806554397304,0.362875428546223,4.32142234388921e-05,0.000131390793787174,3.22242232897452e-17,11
"gaussian","tall",74003,"picasso",8,0.300878916193537,2.40413669628538,1.94452900000847,0.459607696276906,3.99907734268679e-05,0.000132895516037675,5.08482145278322e-17,11
"gaussian","tall",74003,"picasso",9,0.275282625298598,2.35880223428461,1.79519030340893,0.563611930875679,2.71155303872006e-05,9.84937285026012e-05,2.67563748934663e-17,17
"gaussian","tall",74003,"picasso",10,0.251863855234519,2.30438006855122,1.64737476420477,0.657005304346453,2.42666124042334e-05,9.63393371706948e-05,5.98965321785272e-17,19
"gaussian","tall",74003,"picasso",11,0.230437360530062,2.24205385666979,1.5016391522253,0.740414704444491,4.02648336344236e-05,0.000174701702913179,8.97476537531361e-17,22
"gaussian","tall",74003,"picasso",12,0.210833654867298,2.17312267382746,1.3635414606629,0.809581213164568,3.47732598406092e-05,0.000164905008063338,1.07289177542214e-16,25
"gaussian","tall",74003,"picasso",13,0.192897670423126,2.09852742426755,1.23451897860025,0.864008445667293,4.23278255360371e-05,0.000219392796424956,4.00859900828721e-17,26
"gaussian","tall",74003,"picasso",14,0.176487531262925,2.02021242999398,1.12624362710058,0.893968802893401,3.8773041885376e-05,0.000219654047375062,9.60464346944079e-17,26
"gaussian","tall",74003,"picasso",15,0.161473431083736,1.93987684369764,1.02966875135992,0.910208092337717,4.54219720894822e-05,0.000281253001453571,1.0994677390741e-16,27
"gaussian","tall",74003,"picasso",16,0.147736606429779,1.85883812293293,0.948039668427038,0.910798454505891,4.28578867402996e-05,0.000290048613753956,1.0245276849119e-16,28
"gaussian","tall",74003,"picasso",17,0.135168397258301,1.77822137608742,0.877526440440398,0.900694935647025,4.07585163582913e-05,0.000301482164306669,1.52738932612806e-16,28
"gaussian","tall",74003,"picasso",18,0.123669387424722,1.69885252356449,0.814919263077867,0.88393326048662,4.3426186288123e-05,0.000351080243285194,1.29257715641984e-16,30
"gaussian","tall",74003,"picasso",19,0.11314861828819,1.6212810158221,0.761501902007395,0.859779113814703,4.15057028091415e-05,0.000366756146036513,4.77257122710739e-17,30
"gaussian","tall",74003,"picasso",20,0.103522869217085,1.5461510208564,0.716786273333025,0.829364747523373,3.7974941365107e-05,0.000366758081152265,1.30367938666609e-16,30
"gaussian","tall",74003,"picasso",21,0.0947159993031597,1.47393213908753,0.679355101059569,0.794577038027961,3.4744347154822e-05,0.000366758079792378,1.00169872396805e-16,30
"gaussian","tall",74003,"picasso",22,0.0866583450772016,1.40494368393565,0.648021701318507,0.756921982617144,3.17885853220873e-05,0.000366758079791233,8.451572774959e-17,30
"gaussian","tall",74003,"picasso",23,0.0792861694620671,1.33938544181944,0.621792708751571,0.717592733067868,2.90842752716097e-05,0.000366758079791391,1.04222186436687e-16,30
"gaussian","tall",74003,"picasso",24,0.0725411576042367,1.27736292754225,0.599873496749036,0.677489430793217,0.000124957938229434,0.00171997603209173,1.15046860926782e-16,30
"gaussian","tall",74003,"picasso",25,0.0663699555958536,1.21890783392927,0.581488130581931,0.63741970334734,0.000114581223101345,0.00172380370702321,1.15657483590326e-16,30
"gaussian","tall",74003,"picasso",26,0.060723748438477,1.16399510873326,0.56609787348482,0.597897235248444,0.000104833294720122,0.0017237987181117,8.99558205702533e-17,30
"gaussian","tall",74003,"picasso",27,0.0555578739101913,1.1125564352573,0.553214785862069,0.559341649395233,9.59149433822151e-05,0.00172379869557781,8.1074036373252e-17,30
"gaussian","tall",74003,"picasso",28,0.0508314692817098,1.06449134510251,0.542430433947336,0.522060911155177,8.7755292903717e-05,0.00172379869554485,1.26537669231652e-16,30
"gaussian","tall",74003,"picasso",29,0.0465071480869508,1.0196761379181,0.533402920541567,0.486273217376532,8.02897980357181e-05,0.001723798695545,1.34531275008953e-16,30
"gaussian","tall",74003,"picasso",30,0.0425507043913018,0.977966916841281,0.525704008601545,0.452262908239736,7.10565025181381e-05,0.00166722116207163,1.0083600621158e-16,31
"gaussian","tall",74003,"picasso",31,0.0389308422182948,0.939201254738852,0.519158138568161,0.420043116170691,6.58168883612142e-05,0.00168775710199186,1.00169872396805e-16,32
"gaussian","tall",74003,"picasso",32,0.0356189279944231,0.903215324082288,0.513484712335713,0.389730611746575,6.10492189852263e-05,0.00171119091074417,9.26203558293537e-17,33
"gaussian","tall",74003,"picasso",33,0.0325887640539072,0.869845066578506,0.508605113590407,0.361239952988099,5.26943251107984e-05,0.0016144547222567,1.17988951942039e-16,36
"gaussian","tall",74003,"picasso",34,0.0298163814118021,0.838925362028277,0.504356831886112,0.334568530142165,4.86535437964931e-05,0.0016292925613082,1.07580611086178e-16,38
"gaussian","tall",74003,"picasso",35,0.027279850166256,0.810288685596675,0.500368911728001,0.309919773868674,4.13676778150025e-05,0.00151412276169745,1.13575815419154e-16,46
"gaussian","tall",74003,"picasso",36,0.0249591060301774,0.783759568302044,0.496666278829558,0.287093289472486,3.8003506657721e-05,0.00152031604300969,1.32116539930394e-16,48
"gaussian","tall",74003,"picasso",37,0.0228357916201536,0.759194182489802,0.493473398077967,0.265720784411835,3.52920488807702e-05,0.0015430859941522,1.2756462552943e-16,49
"gaussian","tall",74003,"picasso",38,0.0208931112471969,0.736468178105909,0.490753689183105,0.245714488922804,3.51192607900598e-05,0.00167808075205675,1.11466391672366e-16,50
"gaussian","tall",74003,"picasso",39,0.0191156980606924,0.715460907390514,0.488407557527466,0.227053349863048,3.69663973828101e-05,0.00193009163104845,7.4718009557273e-17,54
"gaussian","tall",74003,"picasso",40,0.0174894924946414,0.696054513675974,0.486361847436861,0.209692666239113,3.21954545722224e-05,0.00183746307236725,8.95949980872501e-17,56
"gaussian","tall",74003,"picasso",41,0.0160016310546934,0.678137985784143,0.484617549541823,0.19352043624232,2.7582339070735e-05,0.00172075437472592,6.98330282489223e-17,57
"gaussian","tall",74003,"picasso",42,0.0146403445662578,0.661608468575052,0.483137179049666,0.178471289525386,0.000162992181399077,0.011010502846588,6.83897383169096e-17,60
"gaussian","tall",74003,"picasso",43,0.0133948650788249,0.646366130614179,0.481839930368407,0.164526200245772,0.000156140465616485,0.0115224265169409,1.12354570092066e-16,62
"gaussian","tall",74003,"picasso",44,0.0122553406900986,0.632319177172581,0.480731438005948,0.151587739166633,0.000146938043808923,0.0118476650107208,9.76996261670138e-17,65
