"family","shape","seed","package","lambda_index","lambda","objective","loss","penalty","kkt","relative_kkt","intercept_kkt","nonzero"
"binomial","tall",74001,"glmnet",36,0.0030731821188093,0.58177648656708,0.556248582945197,0.0255279036218826,4.31998474594106e-06,0.00140373088322197,4.92362143972302e-11,90
"binomial","tall",74001,"glmnet",37,0.00281174118941041,0.579579079459018,0.55566893194825,0.0239101475107685,4.59530955620275e-06,0.00163166211064938,3.3066442847729e-11,94
"binomial","tall",74001,"glmnet",38,0.00257254149301447,0.577522373784145,0.555163114806483,0.0223592589776626,7.15413016034051e-06,0.00277324584190129,8.83243964910907e-11,95
"binomial","tall",74001,"glmnet",39,0.00235369092938061,0.575600775695994,0.554729117224515,0.0208716584714791,6.76042345056039e-06,0.00286403845707382,7.61995599812826e-11,96
"binomial","tall",74001,"glmnet",40,0.0021534583625149,0.573808547238154,0.554356834432498,0.0194517128056556,6.37709432684203e-06,0.00295258340474096,6.69385738782946e-11,98
"binomial","tall",74001,"glmnet",41,0.00197025992716286,0.572139372096263,0.554036441226087,0.0181029308701768,6.01226700935138e-06,0.00304222618072592,5.91770436819683e-11,99
"binomial","tall",74001,"glmnet",42,0.00180264650023247,0.57058704505116,0.553762065477108,0.0168249795740525,5.63824854867261e-06,0.00311800923636227,5.19555168748687e-11,103
"binomial","tall",74001,"glmnet",43,0.00164929223804476,0.569145142864953,0.553527020498829,0.0156181223661236,5.36424912612912e-06,0.00324191103574666,4.49073686431545e-11,103
"binomial","tall",74001,"glmnet",44,0.00150898408874059,0.567807503680113,0.553326932868517,0.0144805708115959,5.06500910768732e-06,0.00334534006518385,3.95715138434838e-11,105
"binomial","tall",74001,"glmnet",45,0.00138061219688495,0.56656793592438,0.553155964374495,0.0134119715498854,4.71085820408462e-06,0.00340054847624105,3.32238485056813e-11,107
"binomial","tall",74002,"picasso",1,0.065910313707099,0.690934422979081,0.690934422979081,0,2.95041768794135e-16,4.47641275241507e-15,2.95041768794135e-16,0
"binomial","tall",74002,"picasso",2,0.0603032090818668,0.690871260093148,0.689512746797489,0.00135851329565883,4.20137323728553e-06,6.9669933658915e-05,4.20137323728553e-06,1
"binomial","tall",74002,"picasso",3,0.0551731105655422,0.690688010355974,0.687732582002733,0.00295542835324105,4.48414654238566e-06,8.12706282914079e-05,4.48414654238566e-06,2
"binomial","tall",74002,"picasso",4,0.0504794384216759,0.690301395922682,0.684217664201586,0.00608373172109603,5.56428260959571e-05,0.0011010732489603,8.91940590768875e-06,4
"binomial","tall",74002,"picasso",5,0.0461850651023328,0.689508761981357,0.677416976550527,0.0120917854308297,1.22846131515517e-05,0.000265915971959624,2.42673886812206e-08,8
"binomial","tall",74002,"picasso",6,0.0422560215644313,0.688121081122699,0.669100299745007,0.0190207813776918,1.39503427441165e-05,0.000330029619483812,3.8785232329086e-08,9
"binomial","tall",74002,"picasso",7,0.0386612285702612,0.686110358590035,0.659365054561853,0.0267453040281819,1.42610578545491e-05,0.000368736323487467,4.84509004620159e-08,14
"binomial","tall",74002,"picasso",8,0.035372250846732,0.68338315114458,0.649158793940521,0.034224357204059,1.16371210235472e-05,0.000328881920329157,5.75945164105196e-08,15
"binomial","tall",74002,"picasso",9,0.03236307215872,0.680078024468665,0.640002730688472,0.0400752937801926,1.08936788372274e-05,0.000336495037150796,5.658591925084e-08,18
"binomial","tall",74002,"picasso",10,0.029609889517316,0.676252191653082,0.630456972545517,0.0457952191075645,1.15586701309109e-05,0.000390212863927743,7.31306568639289e-08,19
"binomial","tall",74002,"picasso",11,0.0270909248951331,0.671982243503934,0.622042139849129,0.0499401036548048,1.29407375376867e-05,0.000477449885306692,7.48588849196485e-08,19
"binomial","tall",74002,"picasso",12,0.0247862529593211,0.66740008016111,0.614524206825773,0.0528758733353371,1.4680952821304e-05,0.00059195161252038,7.49003780790569e-08,20
"binomial","tall",74002,"picasso",13,0.0226776434596304,0.662611610480094,0.607969290548583,0.0546423199315112,1.56288040098589e-05,0.0006886976822157,7.01832159132887e-08,21
"binomial","tall",74002,"picasso",14,0.0207484170247976,0.657698223072899,0.601923956167116,0.0557742669057831,1.65945148802409e-05,0.000799157508221561,7.23015950988559e-08,23
"binomial","tall",74002,"picasso",15,0.0189833132265819,0.652684703335397,0.595726130970011,0.0569585723653858,1.82044584360087e-05,0.000958052863870048,8.21089113530737e-08,27
"binomial","tall",74002,"picasso",16,0.0173683698678229,0.647584184329109,0.589940648394466,0.0576435359346427,2.0063534847712e-05,0.0011538437295122,8.35355387766579e-08,30
"binomial","tall",74002,"picasso",17,0.0158908125396726,0.642443267757676,0.584553560496385,0.0578897072612908,2.20166968335558e-05,0.00138358154331517,8.95822737705526e-08,32
"binomial","tall",74002,"picasso",18,0.0145389535743844,0.637298472082591,0.579620658004386,0.057677814078205,2.28198350635672e-05,0.00156710549065138,8.94911593709025e-08,33
"binomial","tall",74002,"picasso",19,0.0133020995943648,0.632198934945067,0.575295566024668,0.0569033689203991,2.40441825710633e-05,0.00180428659434679,8.30778287310152e-08,36
"binomial","tall",74002,"picasso",20,0.0121704669261861,0.627182983927236,0.571351765024345,0.0558312189028912,2.49773307555729e-05,0.00204808699292408,7.95596623004435e-08,40
"binomial","tall",74002,"picasso",21,0.0111351042104765,0.6222696887126,0.567677951830357,0.0545917368822423,2.50364882412087e-05,0.00224338464156509,7.54125973217862e-08,43
"binomial","tall",74002,"picasso",22,0.0101878215955209,0.617480006951577,0.564420837249998,0.0530591697015793,2.54048575676919e-05,0.00248744681069999,7.05960902777636e-08,45
"binomial","tall",74002,"picasso",23,0.00932112595448447,0.612836957073468,0.561519393685668,0.0513175633878,2.59090287519741e-05,0.00277189812581647,6.55357568259962e-08,48
"binomial","tall",74002,"picasso",24,0.00852816161381964,0.60835384417285,0.558902894424785,0.049450949748065,2.64213825642394e-05,0.00308856464136335,6.15459611810337e-08,50
"binomial","tall",74002,"picasso",25,0.00780265612401,0.604041659141724,0.556546921285652,0.0474947378560716,2.66760845564953e-05,0.00340719793794259,5.83909634294111e-08,54
"binomial","tall",74002,"picasso",26,0.00713887064369115,0.599903065876974,0.554347777814413,0.0455552880625609,2.65114431553934e-05,0.00369993432786512,5.51514125222141e-08,62
"binomial","tall",74002,"picasso",27,0.00653155454468033,0.595936281482622,0.552313307434818,0.0436229740478041,2.74730577896152e-05,0.00418858700629185,5.14531507324334e-08,67
"binomial","tall",74002,"picasso",28,0.00597590387883487,0.592143535201909,0.550503142333901,0.0416403928680074,2.7284756792278e-05,0.00454504405048194,4.82009307132547e-08,69
"binomial","tall",74002,"picasso",29,0.00546752337820695,0.588527530294952,0.548871049898775,0.0396564803961774,2.6635226137643e-05,0.00484791722550215,4.53687580538042e-08,73
