"benchmark","case","repetition","position","implementation","elapsed_seconds","batch_elapsed_seconds","inner_iterations","allocated_bytes","checksum","old_source_md5","new_source_md5","native_md5","native_path","r_version","matrix_version","blas","cpu","platform","thread_settings","benchmark_script_md5"
"finalization_kernel","small_d_standardized",2,1,"new",0.000120441458733205,0.250999999999999,2084,309392,"f3e5168145b11f9aaf28a8b1309ad218","2ad4e71da8132eb8065167c6a6b7ac57","210b86a6ef54c501fbfb8d8c15104fa7","aca1284e9a328609975c738a5ab33535","/private/tmp/picasso-refactor-p0-r-check/picasso.Rcheck/picasso/libs/picasso.so","R version 4.5.2 (2025-10-31)","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","Apple M3 Pro","aarch64-apple-darwin20 | Darwin | 25.5.0 | arm64","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>;RCPP_PARALLEL_NUM_THREADS=<unset>","1dae0f9401606e65652336db916eefd7"
"finalization_kernel","small_d_standardized",2,2,"old",0.000172264875239923,0.359,2084,438288,"f3e5168145b11f9aaf28a8b1309ad218","2ad4e71da8132eb8065167c6a6b7ac57","210b86a6ef54c501fbfb8d8c15104fa7","aca1284e9a328609975c738a5ab33535","/private/tmp/picasso-refactor-p0-r-check/picasso.Rcheck/picasso/libs/picasso.so","R version 4.5.2 (2025-10-31)","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","Apple M3 Pro","aarch64-apple-darwin20 | Darwin | 25.5.0 | arm64","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>;RCPP_PARALLEL_NUM_THREADS=<unset>","1dae0f9401606e65652336db916eefd7"
"finalization_kernel","small_d_standardized",3,1,"old",0.000197216890595009,0.411,2084,438288,"f3e5168145b11f9aaf28a8b1309ad218","2ad4e71da8132eb8065167c6a6b7ac57","210b86a6ef54c501fbfb8d8c15104fa7","aca1284e9a328609975c738a5ab33535","/private/tmp/picasso-refactor-p0-r-check/picasso.Rcheck/picasso/libs/picasso.so","R version 4.5.2 (2025-10-31)","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","Apple M3 Pro","aarch64-apple-darwin20 | Darwin | 25.5.0 | arm64","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>;RCPP_PARALLEL_NUM_THREADS=<unset>","1dae0f9401606e65652336db916eefd7"
"finalization_kernel","small_d_standardized",3,2,"new",0.00012380038387716,0.258000000000001,2084,309392,"f3e5168145b11f9aaf28a8b1309ad218","2ad4e71da8132eb8065167c6a6b7ac57","210b86a6ef54c501fbfb8d8c15104fa7","aca1284e9a328609975c738a5ab33535","/private/tmp/picasso-refactor-p0-r-check/picasso.Rcheck/picasso/libs/picasso.so","R version 4.5.2 (2025-10-31)","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","Apple M3 Pro","aarch64-apple-darwin20 | Darwin | 25.5.0 | arm64","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>;RCPP_PARALLEL_NUM_THREADS=<unset>","1dae0f9401606e65652336db916eefd7"
"finalization_kernel","small_d_standardized",4,1,"new",0.000119481765834933,0.249000000000001,2084,309392,"f3e5168145b11f9aaf28a8b1309ad218","2ad4e71da8132eb8065167c6a6b7ac57","210b86a6ef54c501fbfb8d8c15104fa7","aca1284e9a328609975c738a5ab33535","/private/tmp/picasso-refactor-p0-r-check/picasso.Rcheck/picasso/libs/picasso.so","R version 4.5.2 (2025-10-31)","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","Apple M3 Pro","aarch64-apple-darwin20 | Darwin | 25.5.0 | arm64","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>;RCPP_PARALLEL_NUM_THREADS=<unset>","1dae0f9401606e65652336db916eefd7"
"finalization_kernel","small_d_standardized",4,2,"old",0.000190978886756238,0.398,2084,438288,"f3e5168145b11f9aaf28a8b1309ad218","2ad4e71da8132eb8065167c6a6b7ac57","210b86a6ef54c501fbfb8d8c15104fa7","aca1284e9a328609975c738a5ab33535","/private/tmp/picasso-refactor-p0-r-check/picasso.Rcheck/picasso/libs/picasso.so","R version 4.5.2 (2025-10-31)","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","Apple M3 Pro","aarch64-apple-darwin20 | Darwin | 25.5.0 | arm64","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>;RCPP_PARALLEL_NUM_THREADS=<unset>","1dae0f9401606e65652336db916eefd7"
"finalization_kernel","small_d_standardized",5,1,"old",0.000183781190019193,0.382999999999999,2084,438288,"f3e5168145b11f9aaf28a8b1309ad218","2ad4e71da8132eb8065167c6a6b7ac57","210b86a6ef54c501fbfb8d8c15104fa7","aca1284e9a328609975c738a5ab33535","/private/tmp/picasso-refactor-p0-r-check/picasso.Rcheck/picasso/libs/picasso.so","R version 4.5.2 (2025-10-31)","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","Apple M3 Pro","aarch64-apple-darwin20 | Darwin | 25.5.0 | arm64","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>;RCPP_PARALLEL_NUM_THREADS=<unset>","1dae0f9401606e65652336db916eefd7"
"finalization_kernel","small_d_standardized",5,2,"new",0.00012763915547025,0.266,2084,309392,"f3e5168145b11f9aaf28a8b1309ad218","2ad4e71da8132eb8065167c6a6b7ac57","210b86a6ef54c501fbfb8d8c15104fa7","aca1284e9a328609975c738a5ab33535","/private/tmp/picasso-refactor-p0-r-check/picasso.Rcheck/picasso/libs/picasso.so","R version 4.5.2 (2025-10-31)","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","Apple M3 Pro","aarch64-apple-darwin20 | Darwin | 25.5.0 | arm64","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>;RCPP_PARALLEL_NUM_THREADS=<unset>","1dae0f9401606e65652336db916eefd7"
"finalization_kernel","small_d_standardized",6,1,"new",0.000143474088291746,0.299,2084,309392,"f3e5168145b11f9aaf28a8b1309ad218","2ad4e71da8132eb8065167c6a6b7ac57","210b86a6ef54c501fbfb8d8c15104fa7","aca1284e9a328609975c738a5ab33535","/private/tmp/picasso-refactor-p0-r-check/picasso.Rcheck/picasso/libs/picasso.so","R version 4.5.2 (2025-10-31)","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","Apple M3 Pro","aarch64-apple-darwin20 | Darwin | 25.5.0 | arm64","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>;RCPP_PARALLEL_NUM_THREADS=<unset>","1dae0f9401606e65652336db916eefd7"
"finalization_kernel","small_d_standardized",6,2,"old",0.000171305182341651,0.357000000000001,2084,438288,"f3e5168145b11f9aaf28a8b1309ad218","2ad4e71da8132eb8065167c6a6b7ac57","210b86a6ef54c501fbfb8d8c15104fa7","aca1284e9a328609975c738a5ab33535","/private/tmp/picasso-refactor-p0-r-check/picasso.Rcheck/picasso/libs/picasso.so","R version 4.5.2 (2025-10-31)","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","Apple M3 Pro","aarch64-apple-darwin20 | Darwin | 25.5.0 | arm64","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>;RCPP_PARALLEL_NUM_THREADS=<unset>","1dae0f9401606e65652336db916eefd7"
