"case","repetition","implementation","elapsed_seconds","allocated_bytes","maximum_rss_bytes","checksum","observations","classes","lambdas","script_hash","old_source_hash","new_source_hash","r_version","platform","matrix_version","blas","lapack","cpu","threads"
"predict_class",2,"new",0.451,122956792,297697280,"eb5d745a0677b8db276ad921f3e35785",20000,3,30,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"predict_class",2,"old",1.451,154160752,308527104,"eb5d745a0677b8db276ad921f3e35785",20000,3,30,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"predict_class",3,"old",1.475,154160752,307904512,"eb5d745a0677b8db276ad921f3e35785",20000,3,30,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"predict_class",3,"new",0.433,122956792,288604160,"eb5d745a0677b8db276ad921f3e35785",20000,3,30,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"predict_class",4,"new",0.425,122956792,292864000,"eb5d745a0677b8db276ad921f3e35785",20000,3,30,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"predict_class",4,"old",1.461,154160752,312098816,"eb5d745a0677b8db276ad921f3e35785",20000,3,30,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"predict_class",5,"old",1.523,154160752,306872320,"eb5d745a0677b8db276ad921f3e35785",20000,3,30,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"predict_class",5,"new",0.44,122956792,290652160,"eb5d745a0677b8db276ad921f3e35785",20000,3,30,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"predict_class",6,"new",0.429,122956792,301711360,"eb5d745a0677b8db276ad921f3e35785",20000,3,30,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"predict_class",6,"old",1.494,154160752,311459840,"eb5d745a0677b8db276ad921f3e35785",20000,3,30,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"predict_class",7,"old",1.493,154160752,306823168,"eb5d745a0677b8db276ad921f3e35785",20000,3,30,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"predict_class",7,"new",0.434,122956792,290209792,"eb5d745a0677b8db276ad921f3e35785",20000,3,30,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"cv_class",1,"old",0.433,127116832,306429952,"775bfa9f6442b4209a76bf22d79dc60e",24000,3,25,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"cv_class",1,"new",0.473,127075912,283836416,"775bfa9f6442b4209a76bf22d79dc60e",24000,3,25,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"cv_class",2,"new",0.47,127075912,280576000,"775bfa9f6442b4209a76bf22d79dc60e",24000,3,25,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"cv_class",2,"old",0.483,127116832,294715392,"775bfa9f6442b4209a76bf22d79dc60e",24000,3,25,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"cv_class",3,"old",0.435,127116832,304447488,"775bfa9f6442b4209a76bf22d79dc60e",24000,3,25,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"cv_class",3,"new",0.451,127075912,281493504,"775bfa9f6442b4209a76bf22d79dc60e",24000,3,25,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"cv_class",4,"new",0.428,127075912,290652160,"775bfa9f6442b4209a76bf22d79dc60e",24000,3,25,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"cv_class",4,"old",0.443,127116832,296206336,"775bfa9f6442b4209a76bf22d79dc60e",24000,3,25,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"cv_class",5,"old",0.43,127116832,299417600,"775bfa9f6442b4209a76bf22d79dc60e",24000,3,25,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"cv_class",5,"new",0.429,127075912,289144832,"775bfa9f6442b4209a76bf22d79dc60e",24000,3,25,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
"cv_class",6,"new",0.447,127075912,279494656,"775bfa9f6442b4209a76bf22d79dc60e",24000,3,25,"650b2b594282d4f082a60b6d5c5ff090","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=895b5293f5224fb67fdf6d80238bf85e;assess.picasso.R=d99c54574ff2506317c1e2baaf808b70;cv.picasso.R=bcd1a95a3352e0b20986c06b3e9b5f70","picasso_utils.R=ccc0f6df895a9dc134a33e2ca1d625bb;picasso.multinomial.R=a32f759c161a59448b5dcc7ad4723642;assess.picasso.R=db436a2d678aa687f2f015cf48f28266;cv.picasso.R=487d5ea98debebcd934bd82436ebc6f6","R version 4.5.2 (2025-10-31)","aarch64-apple-darwin20","1.7.4","/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib","/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/lib/libRlapack.dylib","Apple M3 Pro","OMP_NUM_THREADS=<unset>;OPENBLAS_NUM_THREADS=<unset>;VECLIB_MAXIMUM_THREADS=<unset>;MKL_NUM_THREADS=<unset>;BLIS_NUM_THREADS=<unset>"
